model	objective	reaction	status	value
ymn	obj	EX_e_0629	optimal	0.08798
ymn	obj	EX_e_0630	optimal	0.08798
ymn	obj	EX_e_0631	optimal	0.08798
ymn	obj	EX_e_0632	optimal	0.08798
ymn	obj	EX_e_0636	optimal	0.08798
ymn	obj	EX_e_0637	optimal	0.08798
ymn	obj	EX_e_0638	optimal	0.08798
ymn	obj	EX_e_0639	optimal	0.08798
ymn	obj	EX_e_0640	optimal	0.08798
ymn	obj	EX_e_0641	optimal	0.08798
ymn	obj	EX_e_0642	optimal	0.08798
ymn	obj	EX_e_0643	optimal	0.08798
ymn	obj	EX_e_0644	optimal	0.08798
ymn	obj	EX_e_0645	optimal	0.08798
ymn	obj	EX_e_0646	optimal	0.08798
ymn	obj	EX_e_0647	optimal	0.08798
ymn	obj	EX_e_0648	optimal	0.08798
ymn	obj	EX_e_0649	optimal	0.08798
ymn	obj	EX_e_0650	optimal	0.08798
ymn	obj	EX_e_0651	optimal	0.08798
ymn	obj	EX_e_0652	optimal	0.08798
ymn	obj	EX_e_0653	optimal	0.08798
ymn	obj	EX_e_0654	optimal	0.08798
ymn	obj	EX_e_0655	optimal	0.08798
ymn	obj	EX_e_0656	optimal	0.08798
ymn	obj	EX_e_0657	optimal	0.08798
ymn	obj	EX_e_0658	optimal	0.08798
ymn	obj	EX_e_0659	optimal	0.08798
ymn	obj	EX_e_0660	optimal	0.08798
ymn	obj	EX_e_0661	optimal	0.08798
ymn	obj	EX_e_0662	optimal	0.08798
ymn	obj	EX_e_0663	optimal	0.08798
ymn	obj	EX_e_0664	optimal	0.08798
ymn	obj	EX_e_0665	optimal	0.08798
ymn	obj	EX_e_0666	optimal	0.08798
ymn	obj	EX_e_0667	optimal	0.08798
ymn	obj	EX_e_0668	optimal	0.08798
ymn	obj	EX_e_0669	optimal	0.08798
ymn	obj	EX_e_0670	optimal	0.08798
ymn	obj	EX_e_0671	optimal	0.08798
ymn	obj	EX_e_0672	optimal	0.08798
ymn	obj	EX_e_0673	optimal	0.08798
ymn	obj	EX_e_0674	optimal	0.08798
ymn	obj	EX_e_0675	optimal	0.08798
ymn	obj	EX_e_0676	optimal	0.08798
ymn	obj	EX_e_0677	optimal	0.08798
ymn	obj	EX_e_0678	optimal	0.08798
ymn	obj	EX_e_0679	optimal	0.08798
ymn	obj	EX_e_0680	optimal	0.08798
ymn	obj	EX_e_0681	optimal	0.08798
ymn	obj	EX_e_0682	optimal	0.08798
ymn	obj	EX_e_0683	optimal	0.08798
ymn	obj	EX_e_0684	optimal	0.08798
ymn	obj	EX_e_0685	optimal	0.08798
ymn	obj	EX_e_0686	optimal	0.08798
ymn	obj	EX_e_0688	optimal	0.08798
ymn	obj	EX_e_0689	optimal	0.08798
ymn	obj	EX_e_0690	optimal	0.08798
ymn	obj	EX_e_0691	optimal	0.08798
ymn	obj	EX_e_0692	optimal	0.08798
ymn	obj	EX_e_0693	optimal	0.08798
ymn	obj	EX_e_0694	optimal	0.08798
ymn	obj	EX_e_0695	optimal	0.08798
ymn	obj	EX_e_0696	optimal	0.08798
ymn	obj	EX_e_0697	optimal	0.08798
ymn	obj	EX_e_0698	optimal	0.08798
ymn	obj	EX_e_0699	optimal	0.08798
ymn	obj	EX_e_0700	optimal	0.08798
ymn	obj	EX_e_0701	optimal	0.08798
ymn	obj	EX_e_0702	optimal	0.08798
ymn	obj	EX_e_0703	optimal	0.08798
ymn	obj	EX_e_0704	optimal	0.08798
ymn	obj	EX_e_0705	optimal	0.08798
ymn	obj	EX_e_0707	optimal	0.08798
ymn	obj	EX_e_0708	optimal	0.08798
ymn	obj	EX_e_0709	optimal	0.08798
ymn	obj	EX_e_0710	optimal	0.08798
ymn	obj	EX_e_0711	optimal	0.08798
ymn	obj	EX_e_0712	optimal	0.08798
ymn	obj	EX_e_0713	optimal	0.08798
ymn	obj	EX_e_0714	optimal	0.08798
ymn	obj	EX_e_0715	optimal	0.08798
ymn	obj	EX_e_0716	optimal	0.08798
ymn	obj	EX_e_0717	optimal	0.08798
ymn	obj	EX_e_0718	optimal	0.08798
ymn	obj	EX_e_0720	optimal	0.08798
ymn	obj	EX_e_0721	optimal	0.08798
ymn	obj	EX_e_0722	optimal	0.08798
ymn	obj	EX_e_0723	optimal	0.08798
ymn	obj	EX_e_0724	optimal	0.08798
ymn	obj	EX_e_0725	optimal	0.08798
ymn	obj	EX_e_0726	optimal	0.08798
ymn	obj	EX_e_0727	optimal	0.08798
ymn	obj	EX_e_0728	optimal	0.08798
ymn	obj	EX_e_0729	optimal	0.08798
ymn	obj	EX_e_0730	optimal	0.08798
ymn	obj	EX_e_0731	optimal	0.08798
ymn	obj	EX_e_0732	optimal	0.08798
ymn	obj	EX_e_0733	optimal	0.08798
ymn	obj	EX_e_0734	optimal	0.08798
ymn	obj	EX_e_0735	optimal	0.08798
ymn	obj	EX_e_0736	optimal	0.08798
ymn	obj	EX_e_0737	optimal	0.08798
ymn	obj	EX_e_0739	optimal	0.08798
ymn	obj	EX_e_0740	optimal	0.08798
ymn	obj	EX_e_0741	optimal	0.08798
ymn	obj	EX_e_0742	optimal	0.08798
ymn	obj	EX_e_0743	optimal	0.08798
ymn	obj	EX_e_0744	optimal	0.08798
ymn	obj	EX_e_0745	optimal	0.08798
ymn	obj	EX_e_0746	optimal	0.08798
ymn	obj	EX_e_0747	optimal	0.08798
ymn	obj	EX_e_0748	optimal	0.08798
ymn	obj	EX_e_0749	optimal	0.08798
ymn	obj	EX_e_0751	optimal	0.08798
ymn	obj	EX_e_0752	optimal	0.08798
ymn	obj	EX_e_0753	optimal	0.08798
ymn	obj	EX_e_0754	optimal	0.08798
ymn	obj	EX_e_0755	optimal	0.08798
ymn	obj	EX_e_0756	optimal	0.08798
ymn	obj	EX_e_0757	optimal	0.08798
ymn	obj	EX_e_0758	optimal	0.08798
ymn	obj	EX_e_0759	optimal	0.08798
ymn	obj	EX_e_0760	optimal	0.08798
ymn	obj	EX_e_0761	optimal	0.08798
ymn	obj	EX_e_0762	optimal	0.08798
ymn	obj	EX_e_0763	optimal	0.08798
ymn	obj	EX_e_0764	optimal	0.08798
ymn	obj	EX_e_0765	optimal	0.08798
ymn	obj	EX_e_0766	optimal	0.08798
ymn	obj	EX_e_0767	optimal	0.08798
ymn	obj	EX_e_0768	optimal	0.08798
ymn	obj	EX_e_0769	optimal	0.08798
ymn	obj	EX_e_0770	optimal	0.08798
ymn	obj	EX_e_0771	optimal	0.08798
ymn	obj	EX_e_0772	optimal	0.08798
ymn	obj	EX_e_0773	optimal	0.08798
ymn	obj	EX_e_0774	optimal	0.08798
ymn	obj	EX_e_0775	optimal	0.08798
ymn	obj	EX_e_0776	optimal	0.08798
ymn	obj	EX_e_0777	optimal	0.08798
ymn	obj	EX_e_0778	optimal	0.08798
ymn	obj	EX_e_0779	optimal	0.08798
ymn	obj	EX_e_0780	optimal	0.08798
ymn	obj	EX_e_0781	optimal	0.08798
ymn	obj	EX_e_0782	optimal	0.08798
ymn	obj	EX_e_0783	optimal	0.08798
ymn	obj	EX_e_0784	optimal	0.08798
ymn	obj	EX_e_0786	optimal	0.08798
ymn	obj	EX_e_0787	optimal	0.08798
ymn	obj	EX_e_0789	optimal	0.08798
ymn	obj	EX_e_0790	optimal	0.08798
ymn	obj	EX_e_0791	optimal	0.08798
ymn	obj	EX_e_0792	optimal	0.08798
ymn	obj	EX_e_0793	optimal	0.08798
ymn	obj	EX_e_0794	optimal	0.08798
ymn	obj	EX_e_0796	optimal	0.08798
ymn	obj	EX_e_0797	optimal	0.08798
ymn	obj	EX_e_0798	optimal	0.08798
ymn	obj	EX_e_0799	optimal	0.08798
ymn	obj	EX_e_0800	optimal	0.08798
ymn	obj	EX_e_0801	optimal	0.08798
ymn	obj	EX_e_0802	optimal	0.08798
ymn	obj	EX_e_0803	optimal	0.08798
ymn	obj	EX_e_0805	optimal	0.08798
ymn	obj	EX_e_0806	optimal	0.08798
ymn	obj	EX_e_0807	optimal	0.08798
ymn	obj	EX_e_0808	optimal	0.08798
ymn	obj	EX_e_0810	optimal	0.08798
ymn	obj	EX_e_0811	optimal	0.08798
ymn	obj	EX_e_0812	optimal	0.08798
ymn	obj	EX_e_0813	optimal	0.08798
ymn	obj	EX_e_0814	optimal	0.08798
ymn	obj	EX_e_0815	optimal	0.08798
ymn	obj	EX_e_0816	optimal	0.08798
ymn	obj	EX_e_0817	optimal	0.08798
ymn	obj	EX_e_0818	optimal	0.08798
ymn	obj	EX_e_0819	optimal	0.08798
ymn	obj	EX_e_0821	optimal	0.08798
ymn	obj	EX_e_0822	optimal	0.08798
ymn	obj	EX_e_0823	optimal	0.08798
ymn	obj	EX_e_0824	optimal	0.08798
ymn	obj	EX_e_0825	optimal	0.08798
ymn	obj	EX_e_0826	optimal	0.08798
ymn	obj	EX_e_0827	optimal	0.08798
ymn	obj	EX_e_0828	optimal	0.08798
ymn	obj	EX_e_0829	optimal	0.08798
ymn	obj	EX_e_0830	optimal	0.08798
ymn	obj	EX_e_0832	optimal	0.08798
ymn	obj	EX_e_0833	optimal	0.08798
ymn	obj	EX_e_0834	optimal	0.08798
ymn	obj	EX_e_0835	optimal	0.08798
ymn	obj	EX_e_0836	optimal	0.08798
ymn	obj	EX_e_0837	optimal	0.08798
ymn	obj	EX_e_0838	optimal	0.08798
ymn	obj	EX_e_0839	optimal	0.08798
ymn	obj	EX_e_0840	optimal	0.08798
ymn	obj	EX_e_0841	optimal	0.08798
ymn	obj	EX_e_0842	optimal	0.08798
ymn	obj	EX_e_0843	optimal	0.08798
ymn	obj	EX_e_0844	optimal	0.08798
ymn	obj	EX_e_0845	optimal	0.08798
ymn	obj	EX_e_0846	optimal	0.08798
ymn	obj	EX_e_0847	optimal	0.08798
ymn	obj	EX_e_0848	optimal	0.08798
ymn	obj	EX_e_0849	optimal	0.08798
ymn	obj	EX_e_0850	optimal	0.08798
ymn	obj	EX_e_0851	optimal	0.08798
ymn	obj	EX_e_0852	optimal	0.08798
ymn	obj	EX_e_0853	optimal	0.08798
ymn	obj	EX_e_0854	optimal	0.08798
ymn	obj	EX_e_0855	optimal	0.08798
ymn	obj	EX_e_0856	optimal	0.08798
ymn	obj	EX_e_0857	optimal	0.08798
ymn	obj	EX_e_0858	optimal	0.08798
ymn	obj	EX_e_0859	optimal	0.08798
ymn	obj	EX_e_0860	optimal	0.08798
ymn	obj	EX_e_0861	optimal	0.08798
ymn	obj	EX_e_0862	optimal	0.08798
ymn	obj	EX_e_0863	optimal	0.08798
ymn	obj	EX_e_0864	optimal	0.08798
ymn	obj	EX_e_0865	optimal	0.08798
ymn	obj	EX_e_0866	optimal	0.08798
ymn	obj	EX_e_0867	optimal	0.08798
ymn	obj	EX_e_0868	optimal	0.08798
ymn	obj	EX_e_0870	optimal	0.08798
ymn	obj	EX_e_0871	optimal	0.08798
ymn	obj	EX_e_0872	optimal	0.08798
ymn	obj	EX_e_0873	optimal	0.08798
ymn	obj	EX_e_0874	optimal	0.08798
ymn	obj	EX_e_0875	optimal	0.08798
ymn	obj	EX_e_0876	optimal	0.08798
ymn	obj	EX_e_0877	optimal	0.08798
ymn	obj	EX_e_0878	optimal	0.08798
ymn	obj	EX_e_0879	optimal	0.08798
ymn	obj	EX_e_0880	optimal	0.08798
ymn	obj	EX_e_0881	optimal	0.08798
ymn	obj	EX_e_0882	optimal	0.08798
ymn	obj	EX_e_0883	optimal	0.08798
ymn	obj	EX_e_0884	optimal	0.08798
ymn	obj	EX_e_0885	optimal	0.08798
ymn	obj	EX_e_0886	optimal	0.08798
ymn	obj	EX_e_0887	optimal	0.08798
ymn	obj	EX_e_0888	optimal	0.08798
ymn	obj	EX_e_0890	optimal	0.08798
ymn	obj	EX_e_0891	optimal	0.08798
ymn	obj	EX_e_0892	optimal	0.08798
ymn	obj	EX_e_0893	optimal	0.08798
ymn	obj	EX_e_0894	optimal	0.08798
ymn	obj	EX_e_0895	optimal	0.08798
ymn	obj	EX_e_0896	optimal	0.08798
ymn	obj	EX_e_0897	optimal	0.08798
ymn	obj	EX_e_0898	optimal	0.08798
ymn	obj	EX_e_0899	optimal	0.08798
ymn	obj	EX_e_0900	optimal	0.08798
ymn	obj	EX_e_0901	optimal	0.08798
ymn	obj	EX_e_0902	optimal	0.08798
ymn	obj	EX_e_0903	optimal	0.08798
ymn	obj	EX_e_0904	optimal	0.08798
ymn	obj	EX_e_0905	optimal	0.08798
ymn	obj	EX_e_0906	optimal	0.08798
ymn	obj	EX_e_0907	optimal	0.08798
ymn	obj	EX_e_0908	optimal	0.08798
ymn	obj	EX_e_0909	optimal	0.08798
ymn	obj	EX_e_0910	optimal	0.08798
ymn	obj	EX_e_0911	optimal	0.08798
ymn	obj	EX_e_0912	optimal	0.08798
ymn	obj	EX_e_0913	optimal	0.08798
ymn	obj	EX_e_0914	optimal	0.08798
ymn	obj	EX_e_0915	optimal	0.08798
ymn	obj	EX_e_0916	optimal	0.08798
ymn	obj	EX_e_0917	optimal	0.08798
ymn	obj	EX_e_0918	optimal	0.08798
ymn	obj	EX_e_0919	optimal	0.08798
ymn	obj	EX_e_0920	optimal	0.08798
ymn	obj	EX_e_0921	optimal	0.08798
ymn	obj	EX_e_0922	optimal	0.08798
ymn	obj	EX_e_0923	optimal	0.08798
ymn	obj	EX_e_0924	optimal	0.08798
ymn	obj	EX_e_0925	optimal	0.08798
ymn	obj	EX_e_0926	optimal	0.08798
ymn	obj	EX_e_0927	optimal	0.08798
ymn	obj	EX_e_0928	optimal	0.08798
ymn	obj	EX_e_0929	optimal	0.08798
ymn	obj	EX_e_0932	optimal	0.08798
ymn	obj	EX_e_0933	optimal	0.08798
ymn	obj	EX_e_0934	optimal	0.08798
ymn	obj	EX_e_0935	optimal	0.08798
ymn	obj	EX_e_0936	optimal	0.08798
ymn	obj	EX_e_0937	optimal	0.08798
ymn	obj	EX_e_0938	optimal	0.08798
ymn	obj	EX_e_0939	optimal	0.08798
ymn	obj	EX_e_0940	optimal	0.08798
ymn	obj	EX_e_0941	optimal	0.08798
ymn	obj	EX_e_0942	optimal	0.08798
ymn	obj	EX_e_0943	optimal	0.08798
ymn	obj	EX_e_0944	optimal	0.08798
ymn	obj	EX_e_0945	optimal	0.08798
ymn	obj	EX_e_0946	optimal	0.08798
ymn	obj	EX_e_0947	optimal	0.08798
ymn	obj	EX_e_0948	optimal	0.08798
ymn	obj	EX_e_0949	optimal	0.08798
ymn	obj	EX_e_0950	optimal	0.08798
ymn	obj	EX_e_0951	optimal	0.08798
ymn	obj	EX_e_0952	optimal	0.08798
ymn	obj	EX_e_0953	optimal	0.08798
ymn	obj	EX_e_0954	optimal	0.08798
ymn	obj	EX_e_0955	optimal	0.08798
ymn	obj	EX_e_0956	optimal	0.08798
ymn	obj	EX_e_0957	optimal	0.08798
ymn	obj	EX_e_0958	optimal	0.08798
ymn	obj	EX_e_0959	optimal	0.08798
ymn	obj	EX_e_0960	optimal	0.08798
ymn	obj	EX_e_0961	optimal	0.08798
ymn	obj	EX_e_0962	optimal	0.08798
ymn	obj	EX_e_0963	optimal	0.08798
ymn	obj	EX_e_0966	optimal	0.08798
ymn	obj	EX_e_0967	optimal	0.08798
ymn	obj	EX_e_0968	optimal	0.08798
ymn	obj	EX_e_0970	optimal	0.08798
ymn	obj	EX_e_0971	optimal	0.08798
ymn	obj	EX_e_0972	optimal	0.08798
ymn	obj	EX_e_0973	optimal	0.08798
ymn	obj	EX_e_0974	optimal	0.08798
ymn	obj	EX_e_0975	optimal	0.08798
ymn	obj	EX_e_0976	optimal	0.08798
ymn	obj	EX_e_0977	optimal	0.08798
ymn	obj	EX_e_0978	optimal	0.08798
ymn	obj	EX_e_0979	optimal	0.08798
ymn	obj	EX_e_0980	optimal	0.08798
ymn	obj	EX_e_0981	optimal	0.08798
ymn	obj	EX_e_0982	optimal	0.08798
ymn	obj	EX_e_0983	optimal	0.08798
ymn	obj	EX_e_0984	optimal	0.08798
ymn	obj	EX_e_0985	optimal	0.08798
ymn	obj	EX_e_0986	optimal	0.08798
ymn	obj	EX_e_0987	optimal	0.08798
ymn	obj	EX_e_0988	optimal	0.08798
ymn	obj	EX_e_0989	optimal	0.08798
ymn	obj	EX_e_0990	optimal	0.08798
ymn	obj	EX_e_0991	optimal	0.08798
ymn	obj	EX_e_0992	optimal	0.08798
ymn	obj	EX_e_0993	optimal	0.08798
ymn	obj	EX_e_0994	optimal	0.08798
ymn	obj	EX_e_0995	optimal	0.08798
ymn	obj	EX_e_0996	optimal	0.08798
ymn	obj	EX_e_0997	optimal	0.08798
ymn	obj	EX_e_0998	optimal	0.08798
ymn	obj	EX_e_0999	optimal	0.08798
ymn	obj	EX_e_1000	optimal	0.08798
ymn	obj	EX_e_1001	optimal	0.08798
ymn	obj	EX_e_1002	optimal	0.08798
ymn	obj	EX_e_1003	optimal	0.08798
ymn	obj	EX_e_1004	optimal	0.08798
ymn	obj	EX_e_1005	optimal	0.08798
ymn	obj	EX_e_1006	optimal	0.08798
ymn	obj	EX_e_1007	optimal	0.08798
ymn	obj	EX_e_1008	optimal	0.08798
ymn	obj	EX_e_1009	optimal	0.08798
ymn	obj	EX_e_1010	optimal	0.08798
ymn	obj	EX_e_1011	optimal	0.08798
ymn	obj	EX_e_1012	optimal	0.08798
ymn	obj	EX_e_1013	optimal	0.08798
ymn	obj	EX_e_1014	optimal	0.08798
ymn	obj	EX_e_1015	optimal	0.08798
ymn	obj	EX_e_1016	optimal	0.08798
ymn	obj	EX_e_1017	optimal	0.08798
ymn	obj	EX_e_1018	optimal	0.08798
ymn	obj	EX_e_1019	optimal	0.08798
ymn	obj	EX_e_1020	optimal	0.08798
ymn	obj	EX_e_1021	optimal	0.08798
ymn	obj	EX_e_1022	optimal	0.08798
ymn	obj	EX_e_1023	optimal	0.08798
ymn	obj	EX_e_1024	optimal	0.08798
ymn	obj	EX_e_1025	optimal	0.08798
ymn	obj	EX_e_1026	optimal	0.08798
ymn	obj	EX_e_1027	optimal	0.08798
ymn	obj	EX_e_1028	optimal	0.08798
ymn	obj	EX_e_1029	optimal	0.08798
ymn	obj	EX_e_1030	optimal	0.08798
ymn	obj	EX_e_1031	optimal	0.08798
ymn	obj	EX_e_1032	optimal	0.08798
ymn	obj	EX_e_1033	optimal	0.08798
ymn	obj	EX_e_1034	optimal	0.08798
ymn	obj	EX_e_1035	optimal	0.08798
ymn	obj	EX_e_1036	optimal	0.08798
ymn	obj	EX_e_1037	optimal	0.08798
ymn	obj	EX_e_1038	optimal	0.08798
ymn	obj	EX_e_1039	optimal	0.08798
ymn	obj	EX_e_1040	optimal	0.08798
ymn	obj	EX_e_1041	optimal	0.08798
ymn	obj	EX_e_1042	optimal	0.08798
ymn	obj	EX_e_1043	optimal	0.08798
ymn	obj	EX_e_1044	optimal	0.08798
ymn	obj	EX_e_1045	optimal	0.08798
ymn	obj	EX_e_1046	optimal	0.08798
ymn	obj	EX_e_1047	optimal	0.08798
ymn	obj	EX_e_1048	optimal	0.08798
ymn	obj	EX_e_1049	optimal	0.08798
ymn	obj	EX_e_1050	optimal	0.08798
ymn	obj	EX_e_1051	optimal	0.08798
ymn	obj	EX_e_1053	optimal	0.08798
ymn	obj	EX_e_1054	optimal	0.08798
ymn	obj	EX_e_1055	optimal	0.08798
ymn	obj	EX_e_1056	optimal	0.08798
ymn	obj	EX_e_1057	optimal	0.08798
ymn	obj	EX_e_1058	optimal	0.08798
ymn	obj	EX_e_1059	optimal	0.08798
ymn	obj	EX_e_1060	optimal	0.08798
ymn	obj	EX_e_1061	optimal	0.08798
ymn	obj	EX_e_1062	optimal	0.08798
ymn	obj	EX_e_1063	optimal	0.08798
ymn	obj	EX_e_1064	optimal	0.08798
ymn	obj	EX_e_1065	optimal	0.08798
ymn	obj	EX_e_1066	optimal	0.08798
ymn	obj	EX_e_1067	optimal	0.08798
ymn	obj	EX_e_1068	optimal	0.08798
ymn	obj	EX_e_1069	optimal	0.08798
ymn	obj	EX_e_1070	optimal	0.08798
ymn	obj	EX_e_1071	optimal	0.08798
ymn	obj	EX_e_1072	optimal	0.08798
ymn	obj	EX_e_1073	optimal	0.08798
ymn	obj	EX_e_1074	optimal	0.08798
ymn	obj	EX_e_1075	optimal	0.08798
ymn	obj	EX_e_1076	optimal	0.08798
ymn	obj	EX_e_1077	optimal	0.08798
ymn	obj	EX_e_1078	optimal	0.08798
ymn	obj	EX_e_1079	optimal	0.08798
ymn	obj	EX_e_1080	optimal	0.08798
ymn	obj	EX_e_1081	optimal	0.08798
ymn	obj	EX_e_1082	optimal	0.08798
ymn	obj	EX_e_1083	optimal	0.08798
ymn	obj	EX_e_1084	optimal	0.08798
ymn	obj	EX_e_1085	optimal	0.08798
ymn	obj	EX_e_1086	optimal	0.08798
ymn	obj	EX_e_1087	optimal	0.08798
ymn	obj	EX_e_1088	optimal	0.08798
ymn	obj	EX_e_1089	optimal	0.08798
ymn	obj	EX_e_1090	optimal	0.08798
ymn	obj	EX_e_1091	optimal	0.08798
ymn	obj	EX_e_1092	optimal	0.08798
ymn	obj	EX_e_1093	optimal	0.08798
ymn	obj	EX_e_1094	optimal	0.08798
ymn	obj	EX_e_1095	optimal	0.08798
ymn	obj	EX_e_1096	optimal	0.08798
ymn	obj	EX_e_1097	optimal	0.08798
ymn	obj	EX_e_1098	optimal	0.08798
ymn	obj	EX_e_1099	optimal	0.08798
ymn	obj	EX_e_1100	optimal	0.08798
ymn	obj	EX_e_1101	optimal	0.08798
ymn	obj	EX_e_1102	optimal	0.08798
ymn	obj	EX_e_1103	optimal	0.08798
ymn	obj	EX_e_1104	optimal	0.08798
ymn	obj	EX_e_1105	optimal	0.08798
ymn	obj	EX_e_1106	optimal	0.08798
ymn	obj	EX_e_1107	optimal	0.08798
ymn	obj	EX_e_1108	optimal	0.08798
ymn	obj	EX_e_1109	optimal	0.08798
ymn	obj	EX_e_1110	optimal	0.08798
ymn	obj	EX_e_1111	optimal	0.08798
ymn	obj	EX_e_1112	optimal	0.08798
ymn	obj	EX_e_1113	optimal	0.08798
ymn	obj	EX_e_1114	optimal	0.08798
ymn	obj	EX_e_1115	optimal	0.08798
ymn	obj	EX_e_1116	optimal	0.08798
ymn	obj	EX_e_1117	optimal	0.08798
ymn	obj	EX_e_1118	optimal	0.08798
ymn	obj	EX_e_1119	optimal	0.08798
ymn	obj	EX_e_1120	optimal	0.08798
ymn	obj	EX_s_1656	optimal	0.08798
ymn	obj	EX_s_1657	optimal	0.08798
ymn	obj	EX_s_1658	optimal	0.08798
ymn	obj	EX_s_1659	optimal	0.08798
ymn	obj	EX_s_1660	optimal	0.08798
ymn	obj	EX_s_1661	optimal	0.08798
ymn	obj	EX_s_1662	optimal	0.08798
ymn	obj	EX_s_1663	optimal	0.08798
ymn	obj	EX_s_1664	optimal	0.08798
ymn	obj	EX_s_1665	optimal	0.08798
ymn	obj	EX_s_1666	optimal	0.08798
ymn	obj	EX_s_1667	optimal	0.08798
ymn	obj	EX_s_1668	optimal	0.08798
ymn	obj	EX_s_1669	optimal	0.08798
ymn	obj	EX_s_1670	optimal	0.08798
ymn	obj	EX_s_1672	optimal	0.08798
ymn	obj	EX_s_1673	optimal	0.08798
ymn	obj	EX_s_1674	optimal	0.08798
ymn	obj	EX_s_1675	optimal	0.08798
ymn	obj	EX_s_1676	optimal	0.08798
ymn	obj	EX_s_1677	optimal	0.08798
ymn	obj	EX_s_1678	optimal	0.08798
ymn	obj	EX_s_1679	optimal	0.08798
ymn	obj	EX_s_1680	optimal	0.08798
ymn	obj	EX_s_1681	optimal	0.08798
ymn	obj	EX_s_1682	optimal	0.08798
ymn	obj	EX_s_1683	optimal	0.08798
ymn	obj	EX_s_1684	optimal	0.08798
ymn	obj	EX_s_1685	optimal	0.08798
ymn	obj	EX_s_1686	optimal	0.08798
ymn	obj	EX_s_1687	optimal	0.08798
ymn	obj	EX_s_1688	optimal	0.08798
ymn	obj	EX_s_1689	optimal	0.08798
ymn	obj	EX_s_1690	optimal	0.08798
ymn	obj	EX_s_1691	optimal	0.08798
ymn	obj	EX_s_1692	optimal	0.08798
ymn	obj	EX_s_1693	optimal	0.0
ymn	obj	EX_s_1694	optimal	0.08798
ymn	obj	EX_s_1695	optimal	0.08798
ymn	obj	EX_s_1696	optimal	0.08798
ymn	obj	EX_s_1697	optimal	0.08798
ymn	obj	EX_s_1698	optimal	0.08798
ymn	obj	EX_s_1699	optimal	0.08798
ymn	obj	EX_s_1700	optimal	0.08798
ymn	obj	EX_s_1701	optimal	0.08798
ymn	obj	EX_s_1702	optimal	0.08798
ymn	obj	EX_s_1703	optimal	0.08798
ymn	obj	EX_s_1704	optimal	0.08798
ymn	obj	EX_s_1705	optimal	0.08798
ymn	obj	EX_s_1706	optimal	0.0
ymn	obj	EX_s_1707	optimal	0.08798
ymn	obj	EX_s_1708	optimal	0.08798
ymn	obj	EX_s_1709	optimal	0.08798
ymn	obj	EX_s_1710	optimal	0.08798
ymn	obj	EX_s_1711	optimal	0.08798
ymn	obj	EX_s_1712	optimal	0.08798
ymn	obj	EX_s_1713	optimal	0.08798
ymn	obj	EX_s_1714	optimal	0.08798
ymn	obj	EX_s_1715	optimal	0.08798
ymn	obj	EX_s_1716	optimal	0.08798
ymn	obj	EX_s_1717	optimal	0.08798
ymn	obj	EX_s_1719	optimal	0.08798
ymn	obj	EX_s_1720	optimal	0.08798
ymn	obj	EX_s_1721	optimal	0.08798
ymn	obj	EX_s_1722	optimal	0.08798
ymn	obj	EX_s_1723	optimal	0.08798
ymn	obj	EX_s_1725	optimal	0.08798
ymn	obj	EX_s_1726	optimal	0.08798
ymn	obj	EX_s_1727	optimal	0.08798
ymn	obj	EX_s_1728	optimal	0.08798
ymn	obj	EX_s_1729	optimal	0.08798
ymn	obj	EX_s_1730	optimal	0.08798
ymn	obj	EX_s_1731	optimal	0.08798
ymn	obj	EX_s_1732	optimal	0.08798
ymn	obj	EX_s_1733	optimal	0.087144
ymn	obj	EX_s_1734	optimal	0.083244
ymn	obj	EX_s_1735	optimal	0.08798
ymn	obj	EX_s_1736	optimal	0.08798
ymn	obj	EX_s_1737	optimal	0.08798
ymn	obj	EX_s_1738	optimal	0.08798
ymn	obj	EX_s_1739	optimal	0.08798
ymn	obj	EX_s_1740	optimal	0.08798
ymn	obj	EX_s_1741	optimal	0.08798
ymn	obj	EX_s_1742	optimal	0.08798
ymn	obj	EX_s_1743	optimal	0.08798
ymn	obj	EX_s_1744	optimal	0.08798
ymn	obj	EX_s_1745	optimal	0.08798
ymn	obj	EX_s_1746	optimal	0.08798
ymn	obj	EX_s_1747	optimal	0.08798
ymn	obj	EX_s_1748	optimal	0.08798
ymn	obj	EX_s_1749	optimal	0.08798
ymn	obj	EX_s_1750	optimal	0.08798
ymn	obj	EX_s_1751	optimal	0.08798
ymn	obj	EX_s_1752	optimal	0.08798
ymn	obj	EX_s_1753	optimal	0.08798
ymn	obj	EX_s_1754	optimal	0.08798
ymn	obj	EX_s_1755	optimal	0.08798
ymn	obj	EX_s_1756	optimal	0.08798
ymn	obj	EX_s_1757	optimal	0.08798
ymn	obj	EX_s_1758	optimal	0.08798
ymn	obj	EX_s_1759	optimal	0.08798
ymn	obj	EX_s_1760	optimal	0.08798
ymn	obj	EX_s_1761	optimal	0.08798
ymn	obj	EX_s_1762	optimal	0.08798
ymn	obj	EX_s_1763	optimal	0.08798
ymn	obj	EX_s_1764	optimal	0.08798
ymn	obj	EX_s_1765	optimal	0.08798
ymn	obj	EX_s_1766	optimal	0.08798
ymn	obj	EX_s_1767	optimal	0.08798
ymn	obj	EX_s_1768	optimal	0.08798
ymn	obj	EX_s_1769	optimal	0.08798
ymn	obj	EX_s_1770	optimal	0.08798
ymn	obj	EX_s_1771	optimal	0.08798
