model	objective	reaction	status	minimum	maximum
ymn	obj	EX_e_0716	infeasible		
ymn	obj	EX_e_0717	infeasible		
ymn	obj	EX_e_0718	infeasible		
ymn	obj	EX_e_0720	infeasible		
ymn	obj	EX_e_0721	infeasible		
ymn	obj	EX_e_0722	infeasible		
ymn	obj	EX_e_0723	infeasible		
ymn	obj	EX_e_0724	infeasible		
ymn	obj	EX_e_0725	infeasible		
ymn	obj	EX_e_0726	infeasible		
ymn	obj	EX_e_0727	infeasible		
ymn	obj	EX_e_0728	infeasible		
ymn	obj	EX_e_0729	infeasible		
ymn	obj	EX_e_0730	infeasible		
ymn	obj	EX_e_0731	infeasible		
ymn	obj	EX_e_0732	infeasible		
ymn	obj	EX_e_0733	infeasible		
ymn	obj	EX_e_0734	infeasible		
ymn	obj	EX_e_0735	infeasible		
ymn	obj	EX_e_0736	infeasible		
ymn	obj	EX_e_0737	infeasible		
ymn	obj	EX_e_0739	infeasible		
ymn	obj	EX_e_0740	infeasible		
ymn	obj	EX_e_0741	infeasible		
ymn	obj	EX_e_0742	infeasible		
ymn	obj	EX_e_0743	infeasible		
ymn	obj	EX_e_0744	infeasible		
ymn	obj	EX_e_0745	infeasible		
ymn	obj	EX_e_0746	infeasible		
ymn	obj	EX_e_0747	infeasible		
ymn	obj	EX_e_0748	infeasible		
ymn	obj	EX_e_0749	infeasible		
ymn	obj	EX_e_0751	infeasible		
ymn	obj	EX_e_0752	infeasible		
ymn	obj	EX_e_0753	infeasible		
ymn	obj	EX_e_0754	infeasible		
ymn	obj	EX_e_0755	infeasible		
ymn	obj	EX_e_0756	infeasible		
ymn	obj	EX_e_0757	infeasible		
ymn	obj	EX_e_0758	infeasible		
ymn	obj	EX_e_0759	infeasible		
ymn	obj	EX_e_0760	infeasible		
ymn	obj	EX_e_0761	infeasible		
ymn	obj	EX_e_0762	infeasible		
ymn	obj	EX_e_0763	infeasible		
ymn	obj	EX_e_0764	infeasible		
ymn	obj	EX_e_0765	infeasible		
ymn	obj	EX_e_0766	infeasible		
ymn	obj	EX_e_0767	infeasible		
ymn	obj	EX_e_0768	infeasible		
ymn	obj	EX_e_0769	infeasible		
ymn	obj	EX_e_0770	infeasible		
ymn	obj	EX_e_0771	infeasible		
ymn	obj	EX_e_0772	infeasible		
ymn	obj	EX_e_0773	infeasible		
ymn	obj	EX_e_0774	infeasible		
ymn	obj	EX_e_0775	infeasible		
ymn	obj	EX_e_0776	infeasible		
ymn	obj	EX_e_0777	infeasible		
ymn	obj	EX_e_0778	infeasible		
ymn	obj	EX_e_0779	infeasible		
ymn	obj	EX_e_0780	infeasible		
ymn	obj	EX_e_0781	infeasible		
ymn	obj	EX_e_0782	infeasible		
ymn	obj	EX_e_0783	infeasible		
ymn	obj	EX_e_0784	infeasible		
ymn	obj	EX_e_0786	infeasible		
ymn	obj	EX_e_0787	infeasible		
ymn	obj	EX_e_0789	infeasible		
ymn	obj	EX_e_0790	infeasible		
ymn	obj	EX_e_0791	infeasible		
ymn	obj	EX_e_0792	infeasible		
ymn	obj	EX_e_0793	infeasible		
ymn	obj	EX_e_0794	infeasible		
ymn	obj	EX_e_0796	infeasible		
ymn	obj	EX_e_0797	infeasible		
ymn	obj	EX_e_0798	infeasible		
ymn	obj	EX_e_0799	infeasible		
ymn	obj	EX_e_0800	infeasible		
ymn	obj	EX_e_0801	infeasible		
ymn	obj	EX_e_0802	infeasible		
ymn	obj	EX_e_0803	infeasible		
ymn	obj	EX_e_0805	infeasible		
ymn	obj	EX_e_0806	infeasible		
ymn	obj	EX_e_0807	infeasible		
ymn	obj	EX_e_0808	infeasible		
ymn	obj	EX_e_0810	infeasible		
ymn	obj	EX_e_0811	infeasible		
ymn	obj	EX_e_0812	infeasible		
ymn	obj	EX_e_0813	infeasible		
ymn	obj	EX_e_0814	infeasible		
ymn	obj	EX_e_0815	infeasible		
ymn	obj	EX_e_0816	infeasible		
ymn	obj	EX_e_0817	infeasible		
ymn	obj	EX_e_0818	infeasible		
ymn	obj	EX_e_0819	infeasible		
ymn	obj	EX_e_0821	infeasible		
ymn	obj	EX_e_0822	infeasible		
ymn	obj	EX_e_0823	infeasible		
ymn	obj	EX_e_0824	infeasible		
ymn	obj	EX_e_0825	infeasible		
ymn	obj	EX_e_0826	infeasible		
ymn	obj	EX_e_0827	infeasible		
ymn	obj	EX_e_0828	infeasible		
ymn	obj	EX_e_0829	infeasible		
ymn	obj	EX_e_0830	infeasible		
ymn	obj	EX_e_0832	infeasible		
ymn	obj	EX_e_0833	infeasible		
ymn	obj	EX_e_0834	infeasible		
ymn	obj	EX_e_0835	infeasible		
ymn	obj	EX_e_0836	infeasible		
ymn	obj	EX_e_0837	infeasible		
ymn	obj	EX_e_0838	infeasible		
ymn	obj	EX_e_0839	infeasible		
ymn	obj	EX_e_0840	infeasible		
ymn	obj	EX_e_0841	infeasible		
ymn	obj	EX_e_0842	infeasible		
ymn	obj	EX_e_0843	infeasible		
ymn	obj	EX_e_0844	infeasible		
ymn	obj	EX_e_0845	infeasible		
ymn	obj	EX_e_0846	infeasible		
ymn	obj	EX_e_0847	infeasible		
ymn	obj	EX_e_0848	infeasible		
ymn	obj	EX_e_0849	infeasible		
ymn	obj	EX_e_0850	infeasible		
ymn	obj	EX_e_0851	infeasible		
ymn	obj	EX_e_0852	infeasible		
ymn	obj	EX_e_0853	infeasible		
ymn	obj	EX_e_0854	infeasible		
ymn	obj	EX_e_0855	infeasible		
ymn	obj	EX_e_0856	infeasible		
ymn	obj	EX_e_0857	infeasible		
ymn	obj	EX_e_0858	infeasible		
ymn	obj	EX_e_0859	infeasible		
ymn	obj	EX_e_0860	infeasible		
ymn	obj	EX_e_0861	infeasible		
ymn	obj	EX_e_0862	infeasible		
ymn	obj	EX_e_0863	infeasible		
ymn	obj	EX_e_0864	infeasible		
ymn	obj	EX_e_0865	infeasible		
ymn	obj	EX_e_0866	infeasible		
ymn	obj	EX_e_0867	infeasible		
ymn	obj	EX_e_0868	infeasible		
ymn	obj	EX_e_0870	infeasible		
ymn	obj	EX_e_0871	infeasible		
ymn	obj	EX_e_0872	infeasible		
ymn	obj	EX_e_0873	infeasible		
ymn	obj	EX_e_0874	infeasible		
ymn	obj	EX_e_0875	infeasible		
ymn	obj	EX_e_0876	infeasible		
ymn	obj	EX_e_0877	infeasible		
ymn	obj	EX_e_0878	infeasible		
ymn	obj	EX_e_0879	infeasible		
ymn	obj	EX_e_0880	infeasible		
ymn	obj	EX_e_0881	infeasible		
ymn	obj	EX_e_0882	infeasible		
ymn	obj	EX_e_0883	infeasible		
ymn	obj	EX_e_0884	infeasible		
ymn	obj	EX_e_0885	infeasible		
ymn	obj	EX_e_0886	infeasible		
ymn	obj	EX_e_0887	infeasible		
ymn	obj	EX_e_0888	infeasible		
ymn	obj	EX_e_0890	infeasible		
ymn	obj	EX_e_0891	infeasible		
ymn	obj	EX_e_0892	infeasible		
ymn	obj	EX_e_0893	infeasible		
ymn	obj	EX_e_0894	infeasible		
ymn	obj	EX_e_0895	infeasible		
ymn	obj	EX_e_0896	infeasible		
ymn	obj	EX_e_0897	infeasible		
ymn	obj	EX_e_0898	infeasible		
ymn	obj	EX_e_0899	infeasible		
ymn	obj	EX_e_0900	infeasible		
ymn	obj	EX_e_0901	infeasible		
ymn	obj	EX_e_0902	infeasible		
ymn	obj	EX_e_0903	infeasible		
ymn	obj	EX_e_0904	infeasible		
ymn	obj	EX_e_0905	infeasible		
ymn	obj	EX_e_0906	infeasible		
ymn	obj	EX_e_0907	infeasible		
ymn	obj	EX_e_0908	infeasible		
ymn	obj	EX_e_0909	infeasible		
ymn	obj	EX_e_0910	infeasible		
ymn	obj	EX_e_0911	infeasible		
ymn	obj	EX_e_0912	infeasible		
ymn	obj	EX_e_0913	infeasible		
ymn	obj	EX_e_0914	infeasible		
ymn	obj	EX_e_0915	infeasible		
ymn	obj	EX_e_0916	infeasible		
ymn	obj	EX_e_0917	infeasible		
ymn	obj	EX_e_0918	infeasible		
ymn	obj	EX_e_0919	infeasible		
ymn	obj	EX_e_0920	infeasible		
ymn	obj	EX_e_0921	infeasible		
ymn	obj	EX_e_0922	infeasible		
ymn	obj	EX_e_0923	infeasible		
ymn	obj	EX_e_0924	infeasible		
ymn	obj	EX_e_0925	infeasible		
ymn	obj	EX_e_0926	infeasible		
ymn	obj	EX_e_0927	infeasible		
ymn	obj	EX_e_0928	infeasible		
ymn	obj	EX_e_0929	infeasible		
ymn	obj	EX_e_0932	infeasible		
ymn	obj	EX_e_0933	infeasible		
ymn	obj	EX_e_0934	infeasible		
ymn	obj	EX_e_0935	infeasible		
ymn	obj	EX_e_0936	infeasible		
ymn	obj	EX_e_0937	infeasible		
ymn	obj	EX_e_0938	infeasible		
ymn	obj	EX_e_0939	infeasible		
ymn	obj	EX_e_0940	infeasible		
ymn	obj	EX_e_0941	infeasible		
ymn	obj	EX_e_0942	infeasible		
ymn	obj	EX_e_0943	infeasible		
ymn	obj	EX_e_0944	infeasible		
ymn	obj	EX_e_0945	infeasible		
ymn	obj	EX_e_0946	infeasible		
ymn	obj	EX_e_0947	infeasible		
ymn	obj	EX_e_0948	infeasible		
ymn	obj	EX_e_0949	infeasible		
ymn	obj	EX_e_0950	infeasible		
ymn	obj	EX_e_0951	infeasible		
ymn	obj	EX_e_0952	infeasible		
ymn	obj	EX_e_0953	infeasible		
ymn	obj	EX_e_0954	infeasible		
ymn	obj	EX_e_0955	infeasible		
ymn	obj	EX_e_0956	infeasible		
ymn	obj	EX_e_0957	infeasible		
ymn	obj	EX_e_0958	infeasible		
ymn	obj	EX_e_0959	infeasible		
ymn	obj	EX_e_0960	infeasible		
ymn	obj	EX_e_0961	infeasible		
ymn	obj	EX_e_0962	infeasible		
ymn	obj	EX_e_0963	infeasible		
ymn	obj	EX_e_0966	infeasible		
ymn	obj	EX_e_0967	infeasible		
ymn	obj	EX_e_0968	infeasible		
ymn	obj	EX_e_0970	infeasible		
ymn	obj	EX_e_0971	infeasible		
ymn	obj	EX_e_0972	infeasible		
ymn	obj	EX_e_0973	infeasible		
ymn	obj	EX_e_0974	infeasible		
ymn	obj	EX_e_0975	infeasible		
ymn	obj	EX_e_0976	infeasible		
ymn	obj	EX_e_0977	infeasible		
ymn	obj	EX_e_0978	infeasible		
ymn	obj	EX_e_0979	infeasible		
ymn	obj	EX_e_0980	infeasible		
ymn	obj	EX_e_0981	infeasible		
ymn	obj	EX_e_0982	infeasible		
ymn	obj	EX_e_0983	infeasible		
ymn	obj	EX_e_0984	infeasible		
ymn	obj	EX_e_0985	infeasible		
ymn	obj	EX_e_0986	infeasible		
ymn	obj	EX_e_0987	infeasible		
ymn	obj	EX_e_0988	infeasible		
ymn	obj	EX_e_0989	infeasible		
ymn	obj	EX_e_0990	infeasible		
ymn	obj	EX_e_0991	infeasible		
ymn	obj	EX_e_0992	infeasible		
ymn	obj	EX_e_0993	infeasible		
ymn	obj	EX_e_0994	infeasible		
ymn	obj	EX_e_0995	infeasible		
ymn	obj	EX_e_0996	infeasible		
ymn	obj	EX_e_0997	infeasible		
ymn	obj	EX_e_0998	infeasible		
ymn	obj	EX_e_0999	infeasible		
ymn	obj	EX_e_1000	infeasible		
ymn	obj	EX_e_1001	infeasible		
ymn	obj	EX_e_1002	infeasible		
ymn	obj	EX_e_1003	infeasible		
ymn	obj	EX_e_1004	infeasible		
ymn	obj	EX_e_1005	infeasible		
ymn	obj	EX_e_1006	infeasible		
ymn	obj	EX_e_1007	infeasible		
ymn	obj	EX_e_1008	infeasible		
ymn	obj	EX_e_1009	infeasible		
ymn	obj	EX_e_1010	infeasible		
ymn	obj	EX_e_1011	infeasible		
ymn	obj	EX_e_1012	infeasible		
ymn	obj	EX_e_1013	infeasible		
ymn	obj	EX_e_1014	infeasible		
ymn	obj	EX_e_1015	infeasible		
ymn	obj	EX_e_1016	infeasible		
ymn	obj	EX_e_1017	infeasible		
ymn	obj	EX_e_1018	infeasible		
ymn	obj	EX_e_1019	infeasible		
ymn	obj	EX_e_1020	infeasible		
ymn	obj	EX_e_1021	infeasible		
ymn	obj	EX_e_1022	infeasible		
ymn	obj	EX_e_1023	infeasible		
ymn	obj	EX_e_1024	infeasible		
ymn	obj	EX_e_1025	infeasible		
ymn	obj	EX_e_1026	infeasible		
ymn	obj	EX_e_1027	infeasible		
ymn	obj	EX_e_1028	infeasible		
ymn	obj	EX_e_1029	infeasible		
ymn	obj	EX_e_1030	infeasible		
ymn	obj	EX_e_1031	infeasible		
ymn	obj	EX_e_1032	infeasible		
ymn	obj	EX_e_1033	infeasible		
ymn	obj	EX_e_1034	infeasible		
ymn	obj	EX_e_1035	infeasible		
ymn	obj	EX_e_1036	infeasible		
ymn	obj	EX_e_1037	infeasible		
ymn	obj	EX_e_1038	infeasible		
ymn	obj	EX_e_1039	infeasible		
ymn	obj	EX_e_1040	infeasible		
ymn	obj	EX_e_1041	infeasible		
ymn	obj	EX_e_1042	infeasible		
ymn	obj	EX_e_1043	infeasible		
ymn	obj	EX_e_1044	infeasible		
ymn	obj	EX_e_1045	infeasible		
ymn	obj	EX_e_1046	infeasible		
ymn	obj	EX_e_1047	infeasible		
ymn	obj	EX_e_1048	infeasible		
ymn	obj	EX_e_1049	infeasible		
ymn	obj	EX_e_1050	infeasible		
ymn	obj	EX_e_1051	infeasible		
ymn	obj	EX_e_1053	infeasible		
ymn	obj	EX_e_1054	infeasible		
ymn	obj	EX_e_1055	infeasible		
ymn	obj	EX_e_1056	infeasible		
ymn	obj	EX_e_1057	infeasible		
ymn	obj	EX_e_1058	infeasible		
ymn	obj	EX_e_1059	infeasible		
ymn	obj	EX_e_1060	infeasible		
ymn	obj	EX_e_1061	infeasible		
ymn	obj	EX_e_1062	infeasible		
ymn	obj	EX_e_1063	infeasible		
ymn	obj	EX_e_1064	infeasible		
ymn	obj	EX_e_1065	infeasible		
ymn	obj	EX_e_1066	infeasible		
ymn	obj	EX_e_1067	infeasible		
ymn	obj	EX_e_1068	infeasible		
ymn	obj	EX_e_1069	infeasible		
ymn	obj	EX_e_1070	infeasible		
ymn	obj	EX_e_1071	infeasible		
ymn	obj	EX_e_1072	infeasible		
ymn	obj	EX_e_1073	infeasible		
ymn	obj	EX_e_1074	infeasible		
ymn	obj	EX_e_1075	infeasible		
ymn	obj	EX_e_1076	infeasible		
ymn	obj	EX_e_1077	infeasible		
ymn	obj	EX_e_1078	infeasible		
ymn	obj	EX_e_1079	infeasible		
ymn	obj	EX_e_1080	infeasible		
ymn	obj	EX_e_1081	infeasible		
ymn	obj	EX_e_1082	infeasible		
ymn	obj	EX_e_1083	infeasible		
ymn	obj	EX_e_1084	infeasible		
ymn	obj	EX_e_1085	infeasible		
ymn	obj	EX_e_1086	infeasible		
ymn	obj	EX_e_1087	infeasible		
ymn	obj	EX_e_1088	infeasible		
ymn	obj	EX_e_1089	infeasible		
ymn	obj	EX_e_1090	infeasible		
ymn	obj	EX_e_1091	infeasible		
ymn	obj	EX_e_1092	infeasible		
ymn	obj	EX_e_1093	infeasible		
ymn	obj	EX_e_1094	infeasible		
ymn	obj	EX_e_1095	infeasible		
ymn	obj	EX_e_1096	infeasible		
ymn	obj	EX_e_1097	infeasible		
ymn	obj	EX_e_1098	infeasible		
ymn	obj	EX_e_1099	infeasible		
ymn	obj	EX_e_1100	infeasible		
ymn	obj	EX_e_1101	infeasible		
ymn	obj	EX_e_1102	infeasible		
ymn	obj	EX_e_1103	infeasible		
ymn	obj	EX_e_1104	infeasible		
ymn	obj	EX_e_1105	infeasible		
ymn	obj	EX_e_1106	infeasible		
ymn	obj	EX_e_1107	infeasible		
ymn	obj	EX_e_1108	infeasible		
ymn	obj	EX_e_1109	infeasible		
ymn	obj	EX_e_1110	infeasible		
ymn	obj	EX_e_1111	infeasible		
ymn	obj	EX_e_1112	infeasible		
ymn	obj	EX_e_1113	infeasible		
ymn	obj	EX_e_1114	infeasible		
ymn	obj	EX_e_1115	infeasible		
ymn	obj	EX_e_1116	infeasible		
ymn	obj	EX_e_1117	infeasible		
ymn	obj	EX_e_1118	infeasible		
ymn	obj	EX_e_1119	infeasible		
ymn	obj	EX_e_1120	infeasible		
ymn	obj	EX_s_1656	infeasible		
ymn	obj	EX_s_1657	infeasible		
ymn	obj	EX_s_1658	infeasible		
ymn	obj	EX_s_1659	infeasible		
ymn	obj	EX_s_1660	infeasible		
ymn	obj	EX_s_1661	infeasible		
ymn	obj	EX_s_1662	infeasible		
ymn	obj	EX_s_1663	infeasible		
ymn	obj	EX_s_1664	infeasible		
ymn	obj	EX_s_1665	infeasible		
ymn	obj	EX_s_1666	infeasible		
ymn	obj	EX_s_1667	infeasible		
ymn	obj	EX_s_1668	infeasible		
ymn	obj	EX_s_1669	infeasible		
ymn	obj	EX_s_1670	infeasible		
ymn	obj	EX_s_1672	infeasible		
ymn	obj	EX_s_1673	infeasible		
ymn	obj	EX_s_1674	infeasible		
ymn	obj	EX_s_1675	infeasible		
ymn	obj	EX_s_1676	infeasible		
ymn	obj	EX_s_1677	infeasible		
ymn	obj	EX_s_1678	infeasible		
ymn	obj	EX_s_1679	infeasible		
ymn	obj	EX_s_1680	infeasible		
ymn	obj	EX_s_1681	infeasible		
ymn	obj	EX_s_1682	infeasible		
ymn	obj	EX_s_1683	infeasible		
ymn	obj	EX_s_1684	infeasible		
ymn	obj	EX_s_1685	infeasible		
ymn	obj	EX_s_1686	infeasible		
ymn	obj	EX_s_1687	infeasible		
ymn	obj	EX_s_1688	infeasible		
ymn	obj	EX_s_1689	infeasible		
ymn	obj	EX_s_1690	infeasible		
ymn	obj	EX_s_1691	infeasible		
ymn	obj	EX_s_1692	infeasible		
ymn	obj	EX_s_1693	infeasible		
ymn	obj	EX_s_1694	infeasible		
ymn	obj	EX_s_1695	infeasible		
ymn	obj	EX_s_1696	infeasible		
ymn	obj	EX_s_1697	infeasible		
ymn	obj	EX_s_1698	infeasible		
ymn	obj	EX_s_1699	infeasible		
ymn	obj	EX_s_1700	infeasible		
ymn	obj	EX_s_1701	infeasible		
ymn	obj	EX_s_1702	infeasible		
ymn	obj	EX_s_1703	infeasible		
ymn	obj	EX_s_1704	infeasible		
ymn	obj	EX_s_1705	infeasible		
ymn	obj	EX_s_1706	infeasible		
ymn	obj	EX_s_1707	infeasible		
ymn	obj	EX_s_1708	infeasible		
ymn	obj	EX_s_1709	infeasible		
ymn	obj	EX_s_1710	infeasible		
ymn	obj	EX_s_1711	infeasible		
ymn	obj	EX_s_1712	infeasible		
ymn	obj	EX_s_1713	infeasible		
ymn	obj	EX_s_1714	infeasible		
ymn	obj	EX_s_1715	infeasible		
ymn	obj	EX_s_1716	infeasible		
ymn	obj	EX_s_1717	infeasible		
ymn	obj	EX_s_1719	infeasible		
ymn	obj	EX_s_1720	infeasible		
ymn	obj	EX_s_1721	infeasible		
ymn	obj	EX_s_1722	infeasible		
ymn	obj	EX_s_1723	infeasible		
ymn	obj	EX_s_1725	infeasible		
ymn	obj	EX_s_1726	infeasible		
ymn	obj	EX_s_1727	infeasible		
ymn	obj	EX_s_1728	infeasible		
ymn	obj	EX_s_1729	infeasible		
ymn	obj	EX_s_1730	infeasible		
ymn	obj	EX_s_1731	infeasible		
ymn	obj	EX_s_1732	infeasible		
ymn	obj	EX_s_1733	infeasible		
ymn	obj	EX_s_1734	infeasible		
ymn	obj	EX_s_1735	infeasible		
ymn	obj	EX_s_1736	infeasible		
ymn	obj	EX_s_1737	infeasible		
ymn	obj	EX_s_1738	infeasible		
ymn	obj	EX_s_1739	infeasible		
ymn	obj	EX_s_1740	infeasible		
ymn	obj	EX_s_1741	infeasible		
ymn	obj	EX_s_1742	infeasible		
ymn	obj	EX_s_1743	infeasible		
ymn	obj	EX_s_1744	infeasible		
ymn	obj	EX_s_1745	infeasible		
ymn	obj	EX_s_1746	infeasible		
ymn	obj	EX_s_1747	infeasible		
ymn	obj	EX_s_1748	infeasible		
ymn	obj	EX_s_1749	infeasible		
ymn	obj	EX_s_1750	infeasible		
ymn	obj	EX_s_1751	infeasible		
ymn	obj	EX_s_1752	infeasible		
ymn	obj	EX_s_1753	infeasible		
ymn	obj	EX_s_1754	infeasible		
ymn	obj	EX_s_1755	infeasible		
ymn	obj	EX_s_1756	infeasible		
ymn	obj	EX_s_1757	infeasible		
ymn	obj	EX_s_1758	infeasible		
ymn	obj	EX_s_1759	infeasible		
ymn	obj	EX_s_1760	infeasible		
ymn	obj	EX_s_1761	infeasible		
ymn	obj	EX_s_1762	infeasible		
ymn	obj	EX_s_1763	infeasible		
ymn	obj	EX_s_1764	infeasible		
ymn	obj	EX_s_1765	infeasible		
ymn	obj	EX_s_1766	infeasible		
ymn	obj	EX_s_1767	infeasible		
ymn	obj	EX_s_1768	infeasible		
ymn	obj	EX_s_1769	infeasible		
ymn	obj	EX_s_1770	infeasible		
ymn	obj	EX_s_1771	infeasible		
ymn	obj	EX_s_1774	infeasible		
ymn	obj	EX_s_1776	infeasible		
ymn	obj	EX_s_1779	infeasible		
ymn	obj	EX_s_1781	infeasible		
ymn	obj	EX_s_1782	infeasible		
ymn	obj	EX_s_1783	infeasible		
ymn	obj	EX_s_1785	infeasible		
ymn	obj	EX_s_1786	infeasible		
ymn	obj	EX_s_1787	infeasible		
ymn	obj	EX_s_1788	infeasible		
ymn	obj	EX_s_1789	infeasible		
ymn	obj	EX_s_1790	infeasible		
ymn	obj	EX_s_1791	infeasible		
ymn	obj	EX_s_1792	infeasible		
ymn	obj	EX_s_1793	infeasible		
ymn	obj	EX_s_1796	infeasible		
ymn	obj	EX_s_1797	infeasible		
ymn	obj	EX_s_1798	infeasible		
ymn	obj	EX_s_1799	infeasible		
ymn	obj	EX_s_1800	infeasible		
ymn	obj	EX_s_1801	infeasible		
ymn	obj	EX_s_1802	infeasible		
ymn	obj	EX_s_1803	infeasible		
ymn	obj	EX_s_1804	infeasible		
ymn	obj	EX_s_1805	infeasible		
ymn	obj	EX_s_1806	infeasible		
ymn	obj	EX_s_1807	infeasible		
ymn	obj	EX_s_1808	infeasible		
ymn	obj	EX_s_1809	infeasible		
ymn	obj	EX_s_1810	infeasible		
ymn	obj	EX_s_1811	infeasible		
ymn	obj	EX_s_1812	infeasible		
ymn	obj	EX_s_1813	infeasible		
ymn	obj	EX_s_1814	infeasible		
ymn	obj	EX_s_1815	infeasible		
ymn	obj	EX_s_1817	infeasible		
ymn	obj	EX_s_1818	infeasible		
ymn	obj	EX_s_1819	infeasible		
ymn	obj	EX_s_1820	infeasible		
ymn	obj	EX_s_1821	infeasible		
ymn	obj	EX_s_1822	infeasible		
ymn	obj	EX_s_1823	infeasible		
ymn	obj	EX_s_1824	infeasible		
ymn	obj	EX_s_1825	infeasible		
ymn	obj	EX_s_1905	infeasible		
ymn	obj	EX_s_1906	infeasible		
ymn	obj	EX_s_1907	infeasible		
ymn	obj	EX_s_1908	infeasible		
ymn	obj	EX_s_1909	infeasible		
ymn	obj	EX_s_1910	infeasible		
ymn	obj	EX_s_1911	infeasible		
ymn	obj	EX_s_1912	infeasible		
ymn	obj	EX_s_2761	infeasible		
ymn	obj	EX_s_2765	infeasible		
ymn	obj	EX_s_2767	infeasible		
ymn	obj	EX_s_2823	infeasible		
ymn	obj	EX_s_2825	infeasible		
ymn	obj	EX_s_2827	infeasible		
ymn	obj	EX_s_2830	infeasible		
ymn	obj	EX_s_3717	infeasible		
ymn	obj	EX_s_3718	infeasible		
ymn	obj	r_0001	infeasible		
ymn	obj	r_0002	infeasible		
ymn	obj	r_0003	infeasible		
ymn	obj	r_0004	infeasible		
ymn	obj	r_0005	infeasible		
ymn	obj	r_0006	infeasible		
ymn	obj	r_0007	infeasible		
ymn	obj	r_0012	infeasible		
ymn	obj	r_0013	infeasible		
ymn	obj	r_0014	infeasible		
ymn	obj	r_0015	infeasible		
ymn	obj	r_0016	infeasible		
ymn	obj	r_0017	infeasible		
ymn	obj	r_0018	infeasible		
ymn	obj	r_0019	infeasible		
ymn	obj	r_0020	infeasible		
ymn	obj	r_0021	infeasible		
ymn	obj	r_0022	infeasible		
ymn	obj	r_0023	infeasible		
ymn	obj	r_0024	infeasible		
ymn	obj	r_0025	infeasible		
ymn	obj	r_0026	infeasible		
ymn	obj	r_0027	infeasible		
ymn	obj	r_0028	infeasible		
ymn	obj	r_0029	infeasible		
ymn	obj	r_0030	infeasible		
ymn	obj	r_0032	infeasible		
ymn	obj	r_0033	infeasible		
ymn	obj	r_0034	infeasible		
ymn	obj	r_0035	infeasible		
ymn	obj	r_0036	infeasible		
ymn	obj	r_0037	infeasible		
ymn	obj	r_0038	infeasible		
ymn	obj	r_0039	infeasible		
ymn	obj	r_0040	infeasible		
ymn	obj	r_0041	infeasible		
ymn	obj	r_0042	infeasible		
ymn	obj	r_0043	infeasible		
ymn	obj	r_0044	infeasible		
ymn	obj	r_0045	infeasible		
ymn	obj	r_0057	infeasible		
ymn	obj	r_0058	infeasible		
ymn	obj	r_0059	infeasible		
ymn	obj	r_0060	infeasible		
ymn	obj	r_0061	infeasible		
ymn	obj	r_0062	infeasible		
ymn	obj	r_0063	infeasible		
ymn	obj	r_0064	infeasible		
ymn	obj	r_0065	infeasible		
ymn	obj	r_0066	infeasible		
ymn	obj	r_0067	infeasible		
ymn	obj	r_0068	infeasible		
ymn	obj	r_0069	infeasible		
ymn	obj	r_0070	infeasible		
ymn	obj	r_0072	infeasible		
ymn	obj	r_0073	infeasible		
ymn	obj	r_0074	infeasible		
ymn	obj	r_0075	infeasible		
ymn	obj	r_0076	infeasible		
ymn	obj	r_0077	infeasible		
ymn	obj	r_0078	infeasible		
ymn	obj	r_0079	infeasible		
ymn	obj	r_0080	infeasible		
ymn	obj	r_0081	infeasible		
ymn	obj	r_0082	infeasible		
ymn	obj	r_0083	infeasible		
ymn	obj	r_0084	infeasible		
ymn	obj	r_0085	infeasible		
ymn	obj	r_0086	infeasible		
ymn	obj	r_0087	infeasible		
ymn	obj	r_0088	infeasible		
ymn	obj	r_0089	infeasible		
ymn	obj	r_0090	infeasible		
ymn	obj	r_0091	infeasible		
ymn	obj	r_0092	infeasible		
ymn	obj	r_0093	infeasible		
ymn	obj	r_0094	infeasible		
ymn	obj	r_0095	infeasible		
ymn	obj	r_0096	infeasible		
ymn	obj	r_0097	infeasible		
ymn	obj	r_0099	infeasible		
ymn	obj	r_0100	infeasible		
ymn	obj	r_0101	infeasible		
ymn	obj	r_0102	infeasible		
ymn	obj	r_0103	infeasible		
ymn	obj	r_0104	infeasible		
ymn	obj	r_0105	infeasible		
ymn	obj	r_0106	infeasible		
ymn	obj	r_0107	infeasible		
ymn	obj	r_0108	infeasible		
ymn	obj	r_0109	infeasible		
ymn	obj	r_0111	infeasible		
ymn	obj	r_0112	infeasible		
ymn	obj	r_0113	infeasible		
ymn	obj	r_0114	infeasible		
ymn	obj	r_0115	infeasible		
ymn	obj	r_0116	infeasible		
ymn	obj	r_0117	infeasible		
ymn	obj	r_0118	infeasible		
ymn	obj	r_0119	infeasible		
ymn	obj	r_0120	infeasible		
ymn	obj	r_0121	infeasible		
ymn	obj	r_0122	infeasible		
ymn	obj	r_0123	infeasible		
ymn	obj	r_0124	infeasible		
ymn	obj	r_0125	infeasible		
ymn	obj	r_0126	infeasible		
ymn	obj	r_0127	infeasible		
ymn	obj	r_0128	infeasible		
ymn	obj	r_0129	infeasible		
ymn	obj	r_0130	infeasible		
ymn	obj	r_0131	infeasible		
ymn	obj	r_0132	infeasible		
ymn	obj	r_0133	infeasible		
ymn	obj	r_0134	infeasible		
ymn	obj	r_0135	infeasible		
ymn	obj	r_0137	infeasible		
ymn	obj	r_0138	infeasible		
ymn	obj	r_0139	infeasible		
ymn	obj	r_0140	infeasible		
ymn	obj	r_0142	infeasible		
ymn	obj	r_0143	infeasible		
