gene	value	status
b1898	0.9219480950504632	optimal
b0166	1.979460153186859e-16	optimal
b0403	0.921948095050464	optimal
b2721	0.9219480950504645	optimal
b0066	0.9219480950504645	optimal
b1197	0.9219480950504645	optimal
b3845	0.9219480950504645	optimal
b3903	0.9219480950504645	optimal
b2366	0.9219480950504645	optimal
b0758	0.9219480950504645	optimal
b1896	0.9219480950504645	optimal
b0104	0.9219480950504645	optimal
b2221	0.9219480950504645	optimal
b1992	0.9219480950504645	optimal
b0087	-1.695737135429367e-15	optimal
b3127	0.9219480950504654	optimal
b3627	2.145500223583049e-15	optimal
b0174	0.9219480950504635	optimal
b0061	0.9219480950504635	optimal
b0477	0.9219480950504635	optimal
b4024	0.9219480950504635	optimal
b2557	-6.680369234417277e-15	optimal
b0074	-3.973577251644383e-15	optimal
b3600	0.921948095050451	optimal
b1801	0.921948095050451	optimal
b3784	0.921948095050451	optimal
b3631	2.734138384524257e-15	optimal
b1278	0.9219480950504971	optimal
b3946	0.9219480950504971	optimal
b2440	0.9219480950504971	optimal
b0221	0.9219480950504971	optimal
b3417	0.9219480950504971	optimal
b2388	0.9219480950504971	optimal
b2800	0.9219480950504971	optimal
b3579	0.9219480950504971	optimal
b3124	0.9219480950504971	optimal
b1002	0.9219480950504971	optimal
b1779	0.9219480950504971	optimal
b0415	0.0	optimal
b4031	0.9219480950504683	optimal
b0996	0.9219480950504683	optimal
b3368	0.9219480950504683	optimal
b0828	0.9219480950504683	optimal
b0002	0.9219480950504683	optimal
b1199	0.9219480950504686	optimal
b2422	0.0	optimal
b0480	2.5378381139477043e-16	optimal
b3927	0.9219480950504298	optimal
b2223	0.9219480950504298	optimal
b2690	0.9219480950504298	optimal
b2799	0.9219480950504298	optimal
b3733	0.3623585002172595	optimal
b1646	0.9219480950504658	optimal
b3809	2.484871950709471e-16	optimal
b3018	-4.0379169199028896e-16	optimal
b2222	0.9219480950504552	optimal
b2838	-2.484871950709471e-16	optimal
b0033	0.9219480950504593	optimal
b3052	-9.926196815526015e-17	optimal
b0048	1.1978840318593847e-15	optimal
b0335	0.9219480950504649	optimal
b2243	0.9219480950504649	optimal
b2722	0.921948095050465	optimal
b0036	0.921948095050465	optimal
b2307	0.921948095050465	optimal
b2796	0.921948095050465	optimal
b2308	0.921948095050465	optimal
b2287	0.660635859294615	optimal
b2277	0.660635859294615	optimal
b1263	-8.179996508450433e-17	optimal
b1805	0.9219480950504625	optimal
b3942	0.9219480950504625	optimal
b0724	0.8733015758879267	optimal
b4132	0.9219480950504739	optimal
b3843	0.9219480950504739	optimal
b0142	-5.789761949000161e-15	optimal
b1899	0.9219480950504705	optimal
b3519	0.9219480950504705	optimal
b2280	0.6606358592945962	optimal
b1850	0.9219480950504627	optimal
b0425	0.9219480950504627	optimal
b0997	0.9219480950504627	optimal
b3908	0.9219480950504627	optimal
b1136	-3.484827674037665e-15	optimal
b2507	0.0	optimal
b0810	0.9219480950504687	optimal
b3962	0.9219480950504687	optimal
b2920	0.9219480950504687	optimal
b3457	0.9219480950504687	optimal
b3731	0.36235850021725746	optimal
b0154	0.9219480950505097	optimal
b1124	0.9219480950505097	optimal
b2239	0.9219480950505097	optimal
b4228	0.9219480950505097	optimal
b4321	0.9219480950505097	optimal
b2261	0.9219480950505097	optimal
b1363	0.9219480950505097	optimal
b0179	-6.833638805807628e-15	optimal
b1241	0.9219480950504686	optimal
b0621	0.9219480950504686	optimal
b3967	1.3569225462122127e-16	optimal
b0173	0.921948095050469	optimal
b3825	0.921948095050469	optimal
b3735	0.3623585002161797	optimal
